barID,Name,Beer,Price
588,Wealthy Mole ,Miller Lite,3
588,Wealthy Mole ,Budweiser,3.5
588,Wealthy Mole ,Coors Light,4.0
588,Wealthy Mole ,Bud Light,4.0
588,Wealthy Mole ,Breakfast Stout,4
588,Wealthy Mole ,90 Minute IPA,4
588,Wealthy Mole ,Sculpin IPA,4
588,Wealthy Mole ,KBS,4
589,The Giant Armadillo Pub,Blue Moon,3
589,The Giant Armadillo Pub,Yuengling Lager,3
589,The Giant Armadillo Pub,Natural Ice,3
589,The Giant Armadillo Pub,Pabst Blue Ribbon,3.5
589,The Giant Armadillo Pub,Bud Ice,3.5
589,The Giant Armadillo Pub,Stella Artois,4.0
589,The Giant Armadillo Pub,Miller High Life,4
589,The Giant Armadillo Pub,Keystone Light,4
589,The Giant Armadillo Pub,Heineken,4
589,The Giant Armadillo Pub,Busch,4
590,Absurd Captain Tavern,Marshmallow Handjee,3
590,Absurd Captain Tavern,Barrel-Aged Abraxas,3
590,Absurd Captain Tavern,King Julius,3
590,Absurd Captain Tavern,Heady Topper,3.5
590,Absurd Captain Tavern,Very Hazy,3.5
590,Absurd Captain Tavern,Guinness,3.5
590,Absurd Captain Tavern,Mil's Best Ice,4
590,Absurd Captain Tavern,Corona Light,4
590,Absurd Captain Tavern,Icehouse,4
590,Absurd Captain Tavern,Steel Reserve,4
591,The Tedious Flower Tavern,Michelob Ultra,3
591,The Tedious Flower Tavern,Miller Lite,3
591,The Tedious Flower Tavern,Budweiser,3
591,The Tedious Flower Tavern,Coors Light,3.5
591,The Tedious Flower Tavern,Bud Light,3.5
591,The Tedious Flower Tavern,Breakfast Stout,3.5
591,The Tedious Flower Tavern,90 Minute IPA,3.5
591,The Tedious Flower Tavern,Sculpin IPA,4.0
591,The Tedious Flower Tavern,KBS,4
591,The Tedious Flower Tavern,60 Minute IPA,4
592,Sharp Pizza ,Stella Artois,3
592,Sharp Pizza ,Miller High Life,3
592,Sharp Pizza ,Keystone Light,3.5
592,Sharp Pizza ,Heineken,3.5
592,Sharp Pizza ,Busch,3.5
592,Sharp Pizza ,Natural Light,3.5
592,Sharp Pizza ,Modelo especial,4.0
592,Sharp Pizza ,Michelob Ultra,4.0
592,Sharp Pizza ,Miller Lite,4
592,Sharp Pizza ,Budweiser,4
593,The Goofy Badger Pub,Pabst Blue Ribbon,3
593,The Goofy Badger Pub,Bud Ice,3.5
593,The Goofy Badger Pub,Stella Artois,3.5
593,The Goofy Badger Pub,Miller High Life,3.5
593,The Goofy Badger Pub,Keystone Light,4.0
593,The Goofy Badger Pub,Heineken,4.0
593,The Goofy Badger Pub,Busch,4
593,The Goofy Badger Pub,Natural Light,4
593,The Goofy Badger Pub,Modelo especial,4
593,The Goofy Badger Pub,Michelob Ultra,4
594,The Horrible Apple ,Busch,3
594,The Horrible Apple ,Natural Light,3
594,The Horrible Apple ,Modelo especial,3.5
594,The Horrible Apple ,Michelob Ultra,3.5
594,The Horrible Apple ,Miller Lite,3.5
594,The Horrible Apple ,Budweiser,4.0
594,The Horrible Apple ,Coors Light,4.0
594,The Horrible Apple ,Bud Light,4
594,The Horrible Apple ,Breakfast Stout,4
594,The Horrible Apple ,90 Minute IPA,4
595,The Boorish Husband Inn,Budweiser,3
595,The Boorish Husband Inn,Coors Light,3.5
595,The Boorish Husband Inn,Bud Light,3.5
595,The Boorish Husband Inn,Breakfast Stout,4.0
595,The Boorish Husband Inn,90 Minute IPA,4.0
595,The Boorish Husband Inn,Sculpin IPA,4.0
595,The Boorish Husband Inn,KBS,4
595,The Boorish Husband Inn,60 Minute IPA,4
595,The Boorish Husband Inn,Lagunitas Sucks,4
595,The Boorish Husband Inn,Arrogant Bastard Ale,4
596,Fuzzy  Cave Inn,Coors Banquet,3
596,Fuzzy  Cave Inn,Dos Equis,3
596,Fuzzy  Cave Inn,Blue Moon,3.5
596,Fuzzy  Cave Inn,Yuengling Lager,4.0
596,Fuzzy  Cave Inn,Natural Ice,4.0
596,Fuzzy  Cave Inn,Pabst Blue Ribbon,4.0
596,Fuzzy  Cave Inn,Bud Ice,4.0
596,Fuzzy  Cave Inn,Stella Artois,4
596,Fuzzy  Cave Inn,Miller High Life,4
596,Fuzzy  Cave Inn,Keystone Light,4
597,The Erect Pikachu Bar,Marshmallow Handjee,3
597,The Erect Pikachu Bar,Barrel-Aged Abraxas,3
597,The Erect Pikachu Bar,King Julius,3
597,The Erect Pikachu Bar,Heady Topper,3
597,The Erect Pikachu Bar,Very Hazy,4.0
597,The Erect Pikachu Bar,Guinness,4.0
597,The Erect Pikachu Bar,Mil's Best Ice,4
597,The Erect Pikachu Bar,Corona Light,4
597,The Erect Pikachu Bar,Icehouse,4
597,The Erect Pikachu Bar,Steel Reserve,4
598,The Common Toad Bar,Bud Light,3
598,The Common Toad Bar,Breakfast Stout,3
598,The Common Toad Bar,90 Minute IPA,3.5
598,The Common Toad Bar,Sculpin IPA,3.5
598,The Common Toad Bar,KBS,3.5
598,The Common Toad Bar,60 Minute IPA,4.0
598,The Common Toad Bar,Lagunitas Sucks,4
598,The Common Toad Bar,Arrogant Bastard Ale,4
598,The Common Toad Bar,Centennial IPA,4
598,The Common Toad Bar,Backwoods Bastard,4
599,Raspy Wife Inn,Heineken,3
599,Raspy Wife Inn,Busch,3
599,Raspy Wife Inn,Natural Light,3.5
599,Raspy Wife Inn,Modelo especial,3.5
599,Raspy Wife Inn,Michelob Ultra,3.5
599,Raspy Wife Inn,Miller Lite,4.0
599,Raspy Wife Inn,Budweiser,4
599,Raspy Wife Inn,Coors Light,4
599,Raspy Wife Inn,Bud Light,4
599,Raspy Wife Inn,Breakfast Stout,4
600,Elfin Garden Bar,Stella Artois,3
600,Elfin Garden Bar,Miller High Life,3
600,Elfin Garden Bar,Keystone Light,3.5
600,Elfin Garden Bar,Heineken,3.5
600,Elfin Garden Bar,Busch,3.5
600,Elfin Garden Bar,Natural Light,3.5
600,Elfin Garden Bar,Modelo especial,4.0
600,Elfin Garden Bar,Michelob Ultra,4.0
600,Elfin Garden Bar,Miller Lite,4
600,Elfin Garden Bar,Budweiser,4
601,Oafish Pear Bar,Dos Equis,3
601,Oafish Pear Bar,Blue Moon,3
601,Oafish Pear Bar,Yuengling Lager,3
601,Oafish Pear Bar,Natural Ice,3
601,Oafish Pear Bar,Pabst Blue Ribbon,3.5
601,Oafish Pear Bar,Bud Ice,3.5
601,Oafish Pear Bar,Stella Artois,3.5
601,Oafish Pear Bar,Miller High Life,4.0
601,Oafish Pear Bar,Keystone Light,4.0
601,Oafish Pear Bar,Heineken,4
602,The Subsequent Tiger ,Heady Topper,3
602,The Subsequent Tiger ,Very Hazy,3
602,The Subsequent Tiger ,Guinness,3
602,The Subsequent Tiger ,Mil's Best Ice,3.5
602,The Subsequent Tiger ,Corona Light,3.5
602,The Subsequent Tiger ,Icehouse,3.5
602,The Subsequent Tiger ,Steel Reserve,3.5
602,The Subsequent Tiger ,Coors Banquet,3.5
602,The Subsequent Tiger ,Dos Equis,4.0
602,The Subsequent Tiger ,Blue Moon,4.0
603,Jumbled Toad ,King Julius,3
603,Jumbled Toad ,Heady Topper,3
603,Jumbled Toad ,Very Hazy,3.5
603,Jumbled Toad ,Guinness,3.5
603,Jumbled Toad ,Mil's Best Ice,3.5
603,Jumbled Toad ,Corona Light,3.5
603,Jumbled Toad ,Icehouse,4.0
603,Jumbled Toad ,Steel Reserve,4.0
603,Jumbled Toad ,Coors Banquet,4.0
603,Jumbled Toad ,Dos Equis,4
604,Panicky Onion Bar,Kentucky Brunch Brand Stout,3
604,Panicky Onion Bar,Marshmallow Handjee,3
604,Panicky Onion Bar,Barrel-Aged Abraxas,3
604,Panicky Onion Bar,King Julius,3
604,Panicky Onion Bar,Heady Topper,3.5
604,Panicky Onion Bar,Very Hazy,3.5
604,Panicky Onion Bar,Guinness,4.0
604,Panicky Onion Bar,Mil's Best Ice,4.0
604,Panicky Onion Bar,Corona Light,4.0
604,Panicky Onion Bar,Icehouse,4
605,Maniacal Cove Bar,Miller Lite,3
605,Maniacal Cove Bar,Budweiser,3
605,Maniacal Cove Bar,Coors Light,3
605,Maniacal Cove Bar,Bud Light,3.5
605,Maniacal Cove Bar,Breakfast Stout,4.0
605,Maniacal Cove Bar,90 Minute IPA,4.0
605,Maniacal Cove Bar,Sculpin IPA,4.0
605,Maniacal Cove Bar,KBS,4
605,Maniacal Cove Bar,60 Minute IPA,4
605,Maniacal Cove Bar,Lagunitas Sucks,4
606,Awful Armadillo Bar,King Julius,3
606,Awful Armadillo Bar,Heady Topper,3
606,Awful Armadillo Bar,Very Hazy,3
606,Awful Armadillo Bar,Guinness,3
606,Awful Armadillo Bar,Mil's Best Ice,3.5
606,Awful Armadillo Bar,Corona Light,3.5
606,Awful Armadillo Bar,Icehouse,4
606,Awful Armadillo Bar,Steel Reserve,4
606,Awful Armadillo Bar,Coors Banquet,4
606,Awful Armadillo Bar,Dos Equis,4
607,Ad Crossbow Pub,Bud Light,3
607,Ad Crossbow Pub,Breakfast Stout,3
607,Ad Crossbow Pub,90 Minute IPA,3
607,Ad Crossbow Pub,Sculpin IPA,3
607,Ad Crossbow Pub,KBS,3
607,Ad Crossbow Pub,60 Minute IPA,3
607,Ad Crossbow Pub,Lagunitas Sucks,3.5
607,Ad Crossbow Pub,Arrogant Bastard Ale,3.5
607,Ad Crossbow Pub,Centennial IPA,3.5
607,Ad Crossbow Pub,Backwoods Bastard,4
608,Gullible Gusty Cod Pub,Stella Artois,3
608,Gullible Gusty Cod Pub,Miller High Life,3
608,Gullible Gusty Cod Pub,Keystone Light,3
608,Gullible Gusty Cod Pub,Heineken,3
608,Gullible Gusty Cod Pub,Busch,3.5
608,Gullible Gusty Cod Pub,Natural Light,3.5
608,Gullible Gusty Cod Pub,Modelo especial,3.5
608,Gullible Gusty Cod Pub,Michelob Ultra,3.5
608,Gullible Gusty Cod Pub,Miller Lite,4.0
608,Gullible Gusty Cod Pub,Budweiser,4.0
609,The Honorable Snowman ,Miller Lite,3
609,The Honorable Snowman ,Budweiser,3
609,The Honorable Snowman ,Coors Light,3
609,The Honorable Snowman ,Bud Light,3
609,The Honorable Snowman ,Breakfast Stout,3.5
609,The Honorable Snowman ,90 Minute IPA,3.5
609,The Honorable Snowman ,Sculpin IPA,3.5
609,The Honorable Snowman ,KBS,3.5
609,The Honorable Snowman ,60 Minute IPA,4.0
609,The Honorable Snowman ,Lagunitas Sucks,4.0
610,The Dusty Apple Tavern,Natural Ice,3
610,The Dusty Apple Tavern,Pabst Blue Ribbon,3
610,The Dusty Apple Tavern,Bud Ice,3
610,The Dusty Apple Tavern,Stella Artois,3.5
610,The Dusty Apple Tavern,Miller High Life,3.5
610,The Dusty Apple Tavern,Keystone Light,3.5
610,The Dusty Apple Tavern,Heineken,3.5
610,The Dusty Apple Tavern,Busch,3.5
610,The Dusty Apple Tavern,Natural Light,4.0
610,The Dusty Apple Tavern,Modelo especial,4.0
611,Moldy Bongo Bar,Steel Reserve,3
611,Moldy Bongo Bar,Coors Banquet,3
611,Moldy Bongo Bar,Dos Equis,3
611,Moldy Bongo Bar,Blue Moon,3
611,Moldy Bongo Bar,Yuengling Lager,3.5
611,Moldy Bongo Bar,Natural Ice,3.5
611,Moldy Bongo Bar,Pabst Blue Ribbon,3.5
611,Moldy Bongo Bar,Bud Ice,4.0
611,Moldy Bongo Bar,Stella Artois,4.0
611,Moldy Bongo Bar,Miller High Life,4.0
612,The Pushy Banjo Bar,Coors Light,3
612,The Pushy Banjo Bar,Bud Light,3
612,The Pushy Banjo Bar,Breakfast Stout,3
612,The Pushy Banjo Bar,90 Minute IPA,3.5
612,The Pushy Banjo Bar,Sculpin IPA,3.5
612,The Pushy Banjo Bar,KBS,3.5
612,The Pushy Banjo Bar,60 Minute IPA,3.5
612,The Pushy Banjo Bar,Lagunitas Sucks,4.0
612,The Pushy Banjo Bar,Arrogant Bastard Ale,4.0
612,The Pushy Banjo Bar,Centennial IPA,4.0
613,Heartbreaking Moose ,King Julius,3
613,Heartbreaking Moose ,Heady Topper,3
613,Heartbreaking Moose ,Very Hazy,3
613,Heartbreaking Moose ,Guinness,3.5
613,Heartbreaking Moose ,Mil's Best Ice,3.5
613,Heartbreaking Moose ,Corona Light,4.0
613,Heartbreaking Moose ,Icehouse,4.0
613,Heartbreaking Moose ,Steel Reserve,4.0
613,Heartbreaking Moose ,Coors Banquet,4.0
613,Heartbreaking Moose ,Dos Equis,4.0
614,The Heartbreaking Fish Pub,Pabst Blue Ribbon,3
614,The Heartbreaking Fish Pub,Bud Ice,3
614,The Heartbreaking Fish Pub,Stella Artois,3
614,The Heartbreaking Fish Pub,Miller High Life,3.5
614,The Heartbreaking Fish Pub,Keystone Light,4.0
614,The Heartbreaking Fish Pub,Heineken,4.0
614,The Heartbreaking Fish Pub,Busch,4.0
614,The Heartbreaking Fish Pub,Natural Light,4.0
614,The Heartbreaking Fish Pub,Modelo especial,4.0
614,The Heartbreaking Fish Pub,Michelob Ultra,4.0
615,Tenuous Apple Inn,Coors Banquet,3
615,Tenuous Apple Inn,Dos Equis,3
615,Tenuous Apple Inn,Blue Moon,3
615,Tenuous Apple Inn,Yuengling Lager,3
615,Tenuous Apple Inn,Natural Ice,3
615,Tenuous Apple Inn,Pabst Blue Ribbon,3.5
615,Tenuous Apple Inn,Bud Ice,4.0
615,Tenuous Apple Inn,Stella Artois,4.0
615,Tenuous Apple Inn,Miller High Life,4.0
615,Tenuous Apple Inn,Keystone Light,4.0
616,The Old-Fashioned Captain Pub,Coors Light,3
616,The Old-Fashioned Captain Pub,Bud Light,3
616,The Old-Fashioned Captain Pub,Breakfast Stout,3
616,The Old-Fashioned Captain Pub,90 Minute IPA,3.5
616,The Old-Fashioned Captain Pub,Sculpin IPA,3.5
616,The Old-Fashioned Captain Pub,KBS,3.5
616,The Old-Fashioned Captain Pub,60 Minute IPA,3.5
616,The Old-Fashioned Captain Pub,Lagunitas Sucks,4.0
616,The Old-Fashioned Captain Pub,Arrogant Bastard Ale,4
616,The Old-Fashioned Captain Pub,Centennial IPA,4
617,Knotty Captain Tavern,Miller High Life,3
617,Knotty Captain Tavern,Keystone Light,3
617,Knotty Captain Tavern,Heineken,3
617,Knotty Captain Tavern,Busch,3
617,Knotty Captain Tavern,Natural Light,3.5
617,Knotty Captain Tavern,Modelo especial,3.5
617,Knotty Captain Tavern,Michelob Ultra,3.5
617,Knotty Captain Tavern,Miller Lite,4.0
617,Knotty Captain Tavern,Budweiser,4.0
617,Knotty Captain Tavern,Coors Light,4.0
618,The Elated Guitar Pub,Blue Moon,3
618,The Elated Guitar Pub,Yuengling Lager,3
618,The Elated Guitar Pub,Natural Ice,3
618,The Elated Guitar Pub,Pabst Blue Ribbon,3
618,The Elated Guitar Pub,Bud Ice,3.5
618,The Elated Guitar Pub,Stella Artois,3.5
618,The Elated Guitar Pub,Miller High Life,3.5
618,The Elated Guitar Pub,Keystone Light,3.5
618,The Elated Guitar Pub,Heineken,4.0
618,The Elated Guitar Pub,Busch,4.0
619,The Minor Captain Inn,Yuengling Lager,3
619,The Minor Captain Inn,Natural Ice,3
619,The Minor Captain Inn,Pabst Blue Ribbon,3
619,The Minor Captain Inn,Bud Ice,3.5
619,The Minor Captain Inn,Stella Artois,3.5
619,The Minor Captain Inn,Miller High Life,3.5
619,The Minor Captain Inn,Keystone Light,3.5
619,The Minor Captain Inn,Heineken,4.0
619,The Minor Captain Inn,Busch,4.0
619,The Minor Captain Inn,Natural Light,4.0
620,Obeisant Wife ,Blue Moon,3
620,Obeisant Wife ,Yuengling Lager,3.5
620,Obeisant Wife ,Natural Ice,3.5
620,Obeisant Wife ,Pabst Blue Ribbon,3.5
620,Obeisant Wife ,Bud Ice,3.5
620,Obeisant Wife ,Stella Artois,3.5
620,Obeisant Wife ,Miller High Life,4.0
620,Obeisant Wife ,Keystone Light,4.0
620,Obeisant Wife ,Heineken,4
620,Obeisant Wife ,Busch,4
621,Fluttering Armadillo Bar,Budweiser,3
621,Fluttering Armadillo Bar,Coors Light,3
621,Fluttering Armadillo Bar,Bud Light,3.5
621,Fluttering Armadillo Bar,Breakfast Stout,3.5
621,Fluttering Armadillo Bar,90 Minute IPA,3.5
621,Fluttering Armadillo Bar,Sculpin IPA,3.5
621,Fluttering Armadillo Bar,KBS,4.0
621,Fluttering Armadillo Bar,60 Minute IPA,4.0
621,Fluttering Armadillo Bar,Lagunitas Sucks,4
621,Fluttering Armadillo Bar,Arrogant Bastard Ale,4
622,The Careful Pikachu Bar,Bud Light,3
622,The Careful Pikachu Bar,Breakfast Stout,3.5
622,The Careful Pikachu Bar,90 Minute IPA,3.5
622,The Careful Pikachu Bar,Sculpin IPA,3.5
622,The Careful Pikachu Bar,KBS,4.0
622,The Careful Pikachu Bar,60 Minute IPA,4.0
622,The Careful Pikachu Bar,Lagunitas Sucks,4.0
622,The Careful Pikachu Bar,Arrogant Bastard Ale,4
622,The Careful Pikachu Bar,Centennial IPA,4
622,The Careful Pikachu Bar,Backwoods Bastard,4
623,The Glistening Glorious Pup Bar,Yuengling Lager,3.5
623,The Glistening Glorious Pup Bar,Natural Ice,3.5
623,The Glistening Glorious Pup Bar,Pabst Blue Ribbon,3.5
623,The Glistening Glorious Pup Bar,Bud Ice,4.0
623,The Glistening Glorious Pup Bar,Stella Artois,4.0
623,The Glistening Glorious Pup Bar,Miller High Life,4.0
623,The Glistening Glorious Pup Bar,Keystone Light,4.0
623,The Glistening Glorious Pup Bar,Heineken,4
623,The Glistening Glorious Pup Bar,Busch,4
623,The Glistening Glorious Pup Bar,Natural Light,4
624,The Satisfying Noodle Inn,Modelo especial,3
624,The Satisfying Noodle Inn,Michelob Ultra,3
624,The Satisfying Noodle Inn,Miller Lite,3.5
624,The Satisfying Noodle Inn,Budweiser,4.0
624,The Satisfying Noodle Inn,Coors Light,4.0
624,The Satisfying Noodle Inn,Bud Light,4.0
624,The Satisfying Noodle Inn,Breakfast Stout,4.0
624,The Satisfying Noodle Inn,90 Minute IPA,4
624,The Satisfying Noodle Inn,Sculpin IPA,4
624,The Satisfying Noodle Inn,KBS,4
625,The Ad Onion Tavern,Busch,3
625,The Ad Onion Tavern,Natural Light,3.5
625,The Ad Onion Tavern,Modelo especial,3.5
625,The Ad Onion Tavern,Michelob Ultra,3.5
625,The Ad Onion Tavern,Miller Lite,4.0
625,The Ad Onion Tavern,Budweiser,4.0
625,The Ad Onion Tavern,Coors Light,4.0
625,The Ad Onion Tavern,Bud Light,4.0
625,The Ad Onion Tavern,Breakfast Stout,4
625,The Ad Onion Tavern,90 Minute IPA,4
626,Abundant Pizza ,Mil's Best Ice,3
626,Abundant Pizza ,Corona Light,3.5
626,Abundant Pizza ,Icehouse,3.5
626,Abundant Pizza ,Steel Reserve,3.5
626,Abundant Pizza ,Coors Banquet,4.0
626,Abundant Pizza ,Dos Equis,4.0
626,Abundant Pizza ,Blue Moon,4.0
626,Abundant Pizza ,Yuengling Lager,4
626,Abundant Pizza ,Natural Ice,4
626,Abundant Pizza ,Pabst Blue Ribbon,4
627,Fluttering Cave Inn,Barrel-Aged Abraxas,3
627,Fluttering Cave Inn,King Julius,3
627,Fluttering Cave Inn,Heady Topper,3
627,Fluttering Cave Inn,Very Hazy,3.5
627,Fluttering Cave Inn,Guinness,3.5
627,Fluttering Cave Inn,Mil's Best Ice,4.0
627,Fluttering Cave Inn,Corona Light,4.0
627,Fluttering Cave Inn,Icehouse,4.0
627,Fluttering Cave Inn,Steel Reserve,4.0
627,Fluttering Cave Inn,Coors Banquet,4.0
628,Scary Fish Pub,Bud Ice,3
628,Scary Fish Pub,Stella Artois,3
628,Scary Fish Pub,Miller High Life,3
628,Scary Fish Pub,Keystone Light,3
628,Scary Fish Pub,Heineken,3.5
628,Scary Fish Pub,Busch,3.5
628,Scary Fish Pub,Natural Light,3.5
628,Scary Fish Pub,Modelo especial,4.0
628,Scary Fish Pub,Michelob Ultra,4.0
628,Scary Fish Pub,Miller Lite,4
629,Ashamed Toad Pub,Mil's Best Ice,3
629,Ashamed Toad Pub,Corona Light,3
629,Ashamed Toad Pub,Icehouse,3.5
629,Ashamed Toad Pub,Steel Reserve,3.5
629,Ashamed Toad Pub,Coors Banquet,3.5
629,Ashamed Toad Pub,Dos Equis,3.5
629,Ashamed Toad Pub,Blue Moon,4.0
629,Ashamed Toad Pub,Yuengling Lager,4.0
629,Ashamed Toad Pub,Natural Ice,4
629,Ashamed Toad Pub,Pabst Blue Ribbon,4
630,The Deafening Wife Inn,Bud Ice,3
630,The Deafening Wife Inn,Stella Artois,3
630,The Deafening Wife Inn,Miller High Life,3
630,The Deafening Wife Inn,Keystone Light,3.5
630,The Deafening Wife Inn,Heineken,3.5
630,The Deafening Wife Inn,Busch,3.5
630,The Deafening Wife Inn,Natural Light,3.5
630,The Deafening Wife Inn,Modelo especial,4.0
630,The Deafening Wife Inn,Michelob Ultra,4.0
630,The Deafening Wife Inn,Miller Lite,4.0
631,The Hesitant Gate Bar,Michelob Ultra,3
631,The Hesitant Gate Bar,Miller Lite,3
631,The Hesitant Gate Bar,Budweiser,3
631,The Hesitant Gate Bar,Coors Light,3.5
631,The Hesitant Gate Bar,Bud Light,3.5
631,The Hesitant Gate Bar,Breakfast Stout,3.5
631,The Hesitant Gate Bar,90 Minute IPA,4.0
631,The Hesitant Gate Bar,Sculpin IPA,4.0
631,The Hesitant Gate Bar,KBS,4.0
631,The Hesitant Gate Bar,60 Minute IPA,4.0
632,The Outgoing Cod Tavern,Yuengling Lager,3
632,The Outgoing Cod Tavern,Natural Ice,3
632,The Outgoing Cod Tavern,Pabst Blue Ribbon,3.5
632,The Outgoing Cod Tavern,Bud Ice,3.5
632,The Outgoing Cod Tavern,Stella Artois,3.5
632,The Outgoing Cod Tavern,Miller High Life,4.0
632,The Outgoing Cod Tavern,Keystone Light,4.0
632,The Outgoing Cod Tavern,Heineken,4
632,The Outgoing Cod Tavern,Busch,4
632,The Outgoing Cod Tavern,Natural Light,4
633,Guarded Lion ,Heady Topper,3
633,Guarded Lion ,Very Hazy,3
633,Guarded Lion ,Guinness,3
633,Guarded Lion ,Mil's Best Ice,3.5
633,Guarded Lion ,Corona Light,4.0
633,Guarded Lion ,Icehouse,4.0
633,Guarded Lion ,Steel Reserve,4.0
633,Guarded Lion ,Coors Banquet,4
633,Guarded Lion ,Dos Equis,4
633,Guarded Lion ,Blue Moon,4
634,Various Pikachu Bar,Barrel-Aged Abraxas,3
634,Various Pikachu Bar,King Julius,3.5
634,Various Pikachu Bar,Heady Topper,3.5
634,Various Pikachu Bar,Very Hazy,3.5
634,Various Pikachu Bar,Guinness,4.0
634,Various Pikachu Bar,Mil's Best Ice,4.0
634,Various Pikachu Bar,Corona Light,4
634,Various Pikachu Bar,Icehouse,4
634,Various Pikachu Bar,Steel Reserve,4
634,Various Pikachu Bar,Coors Banquet,4
635,Sudden Pizza Pub,Natural Ice,3
635,Sudden Pizza Pub,Pabst Blue Ribbon,3.5
635,Sudden Pizza Pub,Bud Ice,3.5
635,Sudden Pizza Pub,Stella Artois,4.0
635,Sudden Pizza Pub,Miller High Life,4.0
635,Sudden Pizza Pub,Keystone Light,4
635,Sudden Pizza Pub,Heineken,4
635,Sudden Pizza Pub,Busch,4
635,Sudden Pizza Pub,Natural Light,4
635,Sudden Pizza Pub,Modelo especial,4
636,The Witty Cove Pub,Pabst Blue Ribbon,3
636,The Witty Cove Pub,Bud Ice,3.5
636,The Witty Cove Pub,Stella Artois,3.5
636,The Witty Cove Pub,Miller High Life,3.5
636,The Witty Cove Pub,Keystone Light,4.0
636,The Witty Cove Pub,Heineken,4
636,The Witty Cove Pub,Busch,4
636,The Witty Cove Pub,Natural Light,4
636,The Witty Cove Pub,Modelo especial,4
636,The Witty Cove Pub,Michelob Ultra,4
637,Zippy Kitten Pub,Dos Equis,3
637,Zippy Kitten Pub,Blue Moon,3
637,Zippy Kitten Pub,Yuengling Lager,3
637,Zippy Kitten Pub,Natural Ice,3.5
637,Zippy Kitten Pub,Pabst Blue Ribbon,3.5
637,Zippy Kitten Pub,Bud Ice,4.0
637,Zippy Kitten Pub,Stella Artois,4.0
637,Zippy Kitten Pub,Miller High Life,4
637,Zippy Kitten Pub,Keystone Light,4
637,Zippy Kitten Pub,Heineken,4
638,The Wild Onion ,Budweiser,3
638,The Wild Onion ,Coors Light,3
638,The Wild Onion ,Bud Light,3
638,The Wild Onion ,Breakfast Stout,3
638,The Wild Onion ,90 Minute IPA,4.0
638,The Wild Onion ,Sculpin IPA,4.0
638,The Wild Onion ,KBS,4.0
638,The Wild Onion ,60 Minute IPA,4
638,The Wild Onion ,Lagunitas Sucks,4
638,The Wild Onion ,Arrogant Bastard Ale,4
639,The Purring Lioness Inn,Kentucky Brunch Brand Stout,3
639,The Purring Lioness Inn,Marshmallow Handjee,3
639,The Purring Lioness Inn,Barrel-Aged Abraxas,3.5
639,The Purring Lioness Inn,King Julius,3.5
639,The Purring Lioness Inn,Heady Topper,3.5
639,The Purring Lioness Inn,Very Hazy,4.0
639,The Purring Lioness Inn,Guinness,4.0
639,The Purring Lioness Inn,Mil's Best Ice,4
639,The Purring Lioness Inn,Corona Light,4
639,The Purring Lioness Inn,Icehouse,4
640,The Lame Cake Bar,Corona Light,3
640,The Lame Cake Bar,Icehouse,3
640,The Lame Cake Bar,Steel Reserve,3
640,The Lame Cake Bar,Coors Banquet,3.5
640,The Lame Cake Bar,Dos Equis,3.5
640,The Lame Cake Bar,Blue Moon,4.0
640,The Lame Cake Bar,Yuengling Lager,4.0
640,The Lame Cake Bar,Natural Ice,4.0
640,The Lame Cake Bar,Pabst Blue Ribbon,4.0
640,The Lame Cake Bar,Bud Ice,4
641,Ordinary Frog Tavern,Mil's Best Ice,3
641,Ordinary Frog Tavern,Corona Light,3
641,Ordinary Frog Tavern,Icehouse,3
641,Ordinary Frog Tavern,Steel Reserve,3.5
641,Ordinary Frog Tavern,Coors Banquet,3.5
641,Ordinary Frog Tavern,Dos Equis,4.0
641,Ordinary Frog Tavern,Blue Moon,4
641,Ordinary Frog Tavern,Yuengling Lager,4
641,Ordinary Frog Tavern,Natural Ice,4
641,Ordinary Frog Tavern,Pabst Blue Ribbon,4
642,Homely Pirate Bar,Coors Light,3
642,Homely Pirate Bar,Bud Light,3.5
642,Homely Pirate Bar,Breakfast Stout,3.5
642,Homely Pirate Bar,90 Minute IPA,3.5
642,Homely Pirate Bar,Sculpin IPA,4.0
642,Homely Pirate Bar,KBS,4
642,Homely Pirate Bar,60 Minute IPA,4
642,Homely Pirate Bar,Lagunitas Sucks,4
642,Homely Pirate Bar,Arrogant Bastard Ale,4
642,Homely Pirate Bar,Centennial IPA,4
643,The Right Pear Bar,Natural Ice,3
643,The Right Pear Bar,Pabst Blue Ribbon,3.5
643,The Right Pear Bar,Bud Ice,3.5
643,The Right Pear Bar,Stella Artois,3.5
643,The Right Pear Bar,Miller High Life,4.0
643,The Right Pear Bar,Keystone Light,4
643,The Right Pear Bar,Heineken,4
643,The Right Pear Bar,Busch,4
643,The Right Pear Bar,Natural Light,4
643,The Right Pear Bar,Modelo especial,4
644,Accidental Husband Tavern,Heineken,3
644,Accidental Husband Tavern,Busch,3
644,Accidental Husband Tavern,Natural Light,3.5
644,Accidental Husband Tavern,Modelo especial,3.5
644,Accidental Husband Tavern,Michelob Ultra,4.0
644,Accidental Husband Tavern,Miller Lite,4.0
644,Accidental Husband Tavern,Budweiser,4
644,Accidental Husband Tavern,Coors Light,4
644,Accidental Husband Tavern,Bud Light,4
644,Accidental Husband Tavern,Breakfast Stout,4
645,Dynamic Frog Bar,Keystone Light,3
645,Dynamic Frog Bar,Heineken,3.5
645,Dynamic Frog Bar,Busch,3.5
